,sentiment,sent_scale,sent_ES
2018/1/22,0.512616004,-0.135120441723,0.492406359054
2018/1/23,0.422147322,-1.20285755625,0.457276840527
2018/1/24,0.607358328,0.983055411121,0.532317584263
2018/1/25,0.607130757,0.980369553457,0.569724170632
2018/1/26,0.561844433,0.445887478045,0.565784301816
2018/1/27,0.727344443,2.39916566476,0.646564372408
2018/1/28,0.501584434,-0.265318168275,0.574074403204
2018/1/29,0.450073247,-0.873267847182,0.512073825102
2018/1/30,0.517754812,-0.0744707682153,0.514914318551
2018/1/31,0.498925536,-0.296699238669,0.506919927275
2018/2/1,0.530458461,0.075461310238,0.518689194138
2018/2/2,0.485426273,-0.456021379825,0.502057733569
2018/2/3,0.563603159,0.466644462484,0.532830446284
2018/2/4,0.704345399,2.12772440647,0.618587922642
2018/2/5,0.574812724,0.598942936647,0.596700323321
2018/2/6,0.511036481,-0.15376242139,0.553868402161
2018/2/7,0.528205978,0.0488768652592,0.54103719008
2018/2/8,0.43687834,-1.02899789227,0.48895776504
2018/2/9,0.533313023,0.109151662808,0.51113539402
2018/2/10,0.352283602,-2.02740904914,0.43170949801
2018/2/11,0.713052371,2.23048656631,0.572380934505
2018/2/12,0.545942612,0.258209664078,0.559161773253
2018/2/13,0.450722335,-0.865607126004,0.504942054126
2018/2/14,0.492279957,-0.375132252049,0.498611005563
2018/2/15,0.07627918,-5.28489173405,0.287445092782
2018/2/17,0.544813182,0.244879810005,0.416129137391
2018/2/18,0.672890043,1.75647934896,0.544509590195
2018/2/20,0.495563743,-0.336376075759,0.520036666598
2018/2/21,0.42845836,-1.12837289089,0.474247513299
2018/2/22,0.470261382,-0.635001736347,0.472254447649
2018/2/23,0.516753767,-0.0862853860054,0.494504107325
2018/2/24,0.410517491,-1.34011612927,0.452510799162
2018/2/25,0.273197182,-2.96080947039,0.362853990581
2018/2/26,0.49617098,-0.329209291985,0.429512485291
2018/2/27,0.555280047,0.368412727542,0.492396266145
2018/2/28,0.557840112,0.398627342762,0.525118189073
2018/3/1,0.528572954,0.0532080203803,0.526845571536
2018/3/2,0.497079347,-0.318488486309,0.511962459268
2018/3/3,0.618497454,1.11452254417,0.565229956634
2018/3/4,0.591785557,0.799261138837,0.578507756817
2018/3/5,0.593181206,0.815732985262,0.585844481409
2018/3/6,0.54779533,0.280075968833,0.566819905704
2018/3/7,0.560155837,0.425958187811,0.563487871352
2018/3/8,0.45611329,-0.80198154189,0.509800580676
2018/3/9,0.558458838,0.405929722982,0.534129709338
2018/3/10,0.581649824,0.679636335339,0.557889766669
2018/3/11,0.57442426,0.594358174039,0.566157013335
2018/3/12,0.528119483,0.0478560266698,0.547138248167
2018/3/14,0.443349436,-0.952624176876,0.495243842084
2018/3/12,0.31068389,-2.51838068124,0.402963866042
2018/3/13,0.605058174,0.955908339443,0.504011020021
2018/3/14,0.521856642,-0.0260598039827,0.51293383101
2018/3/15,0.463072022,-0.719852607742,0.488002926505
2018/3/16,0.556517524,0.383017783039,0.522260225253
2018/3/17,0.70589024,2.14595705931,0.614075232626
2018/3/18,0.629348073,1.24258463556,0.621711652813
2018/3/19,0.561828975,0.445705038333,0.591770313907
2018/3/20,0.524571275,0.00597906673293,0.558170794453
2018/3/21,0.415563282,-1.28056426885,0.486867038227
2018/3/22,0.485374607,-0.456631156651,0.486120822613
2018/3/23,0.53314763,0.107199647584,0.509634226307
2018/3/24,0.631290382,1.26550831878,0.570462304153
2018/3/25,0.471032473,-0.625901101065,0.520747388577
2018/3/26,0.622419885,1.16081619039,0.571583636788
2018/3/27,0.631169872,1.26408602548,0.601376754394
2018/3/28,0.10645861,-4.92870551807,0.353917682197
2018/3/27,0.558377213,0.404966361518,0.456147447599
2018/4/9,0.33774892,-2.19895149981,0.396948183799
2018/3/27,0.415122736,-1.28576371803,0.4060354599
2018/3/28,0.508354986,-0.185410188006,0.45719522295
2018/3/29,0.420656102,-1.2204573588,0.438925662475
2018/3/30,0.467915267,-0.662691252819,0.453420464737
2018/3/29,0.521526547,-0.0299556790527,0.487473505869
2018/3/30,0.624939584,1.19055439459,0.556206544934
2018/3/31,0.452590523,-0.84355823991,0.504398533967
2018/4/1,0.507851014,-0.191358208881,0.506124773984
2018/4/2,0.5310636,0.0826033328193,0.518594186992
2018/4/3,0.594158538,0.827267735482,0.556376362496
2018/4/4,0.470679612,-0.630065666941,0.513527987248
2018/4/3,0.510447133,-0.160718074099,0.511987560124
2018/4/4,0.560371516,0.428503692709,0.536179538062
2018/4/5,0.72591652,2.38231291141,0.631048029031
2018/4/6,0.490525068,-0.395843951123,0.560786548515
2018/4/7,0.49338735,-0.362062484917,0.527086949258
2018/4/8,0.613850395,1.05967663222,0.570468672129
2018/4/9,0.526971221,0.0343039119767,0.548719946564
2018/4/10,0.498166634,-0.305656015907,0.523443290282
