,sentiment,sent_scale,sent_ES
2017/9/1,0.547297757,0.274203470776,0.537976861667
2017/9/2,0.507660216,-0.19361006114,0.522818538833
2017/9/3,0.558972612,0.411993429849,0.540895575417
2017/9/4,0.506264632,-0.210081140416,0.523580103708
2017/9/5,0.52510921,0.0123279285932,0.524344656854
2017/9/6,0.50844954,-0.184294234806,0.516397098427
2017/9/7,0.466286538,-0.681913975692,0.491341818214
2017/9/8,0.49142193,-0.385258930729,0.491381874107
2017/9/9,0.544671151,0.243203519749,0.518026512553
2017/9/10,0.671396001,1.73884624037,0.594711256777
2017/9/11,0.506967214,-0.201789067836,0.550839235388
2017/9/12,0.578105198,0.637801651185,0.564472216694
2017/9/13,0.546947892,0.270074264543,0.555710054347
2017/9/14,0.5854498,0.724484732815,0.570579927174
2017/9/15,0.471821438,-0.616589511751,0.521200682587
2017/9/16,0.549848671,0.304310083291,0.535524676793
2017/9/17,0.533489797,0.111237999831,0.534507236897
2017/9/18,0.5426647,0.219522814406,0.538585968448
2017/9/19,0.46602014,-0.685058080653,0.502303054224
2017/9/20,0.521362319,-0.0318939446156,0.511832686612
2017/9/21,0.509120518,-0.176375161622,0.510476602306
2017/9/22,0.480125611,-0.518581300273,0.495301106653
2017/9/23,0.564411504,0.47618478007,0.529856305327
2017/9/24,0.471672188,-0.618351002698,0.500764246663
2017/9/25,0.480251631,-0.517093976393,0.490507938832
2017/9/26,0.466149273,-0.683534016261,0.478328605916
2017/9/27,0.486586729,-0.442325348076,0.482457667458
2017/9/28,0.553224551,0.344153179161,0.517841109229
2017/9/29,0.559324785,0.416149875754,0.538582947114
2017/9/30,0.552551351,0.336207881301,0.545567149057
2017/10/1,0.527573387,0.0414108463665,0.536570268029
2017/10/2,0.552057758,0.330382356336,0.544314013014
2017/10/3,0.689272861,1.94983402632,0.616793437007
2017/10/4,0.597741366,0.869553290505,0.607267401504
2017/10/5,0.584578349,0.71419962027,0.595922875252
2017/10/6,0.523044624,-0.0120389025531,0.559483749626
2017/10/7,0.574822325,0.59905625038,0.567153037313
2017/10/8,0.605120519,0.956644152864,0.586136778156
2017/10/9,0.491391819,-0.385614309314,0.538764298578
2017/10/10,0.495175302,-0.340960566915,0.516969800289
2017/10/11,0.446184267,-0.91916669518,0.481577033645
2017/10/12,0.58811354,0.755922949871,0.534845286822
2017/10/13,0.533770165,0.114546982704,0.534307725911
2017/10/14,0.600699984,0.904471741581,0.567503854956
2017/10/15,0.484007867,-0.472761810836,0.525755860978
2017/10/16,0.5533775,0.345958326758,0.539566680489
2017/10/17,0.534602179,0.12436664856,0.537084429744
2017/10/18,0.52594196,0.0221562809298,0.531513194872
2017/10/19,0.513828707,-0.120807776021,0.522670950936
2017/10/20,0.506240563,-0.2103652096,0.514455756968
2017/10/21,0.586344008,0.735038429947,0.550399882484
2017/10/22,0.579783664,0.657611384277,0.565091773242
2017/10/23,0.491701974,-0.381953771795,0.528396873621
2017/10/24,0.515993083,-0.0952631949142,0.522194978311
2017/10/25,0.536590464,0.147832953604,0.529392721155
2017/10/26,0.547808893,0.280236043216,0.538600807078
2017/10/27,0.497115707,-0.318059355248,0.517858257039
2017/10/28,0.606385735,0.971576591927,0.562121996019
2017/10/29,0.576653013,0.620662550809,0.56938750451
2017/10/30,0.465410019,-0.692258902215,0.517398761755
2017/10/31,0.440993779,-0.980426310746,0.479196270377
2017/11/1,0.547305648,0.274296602602,0.513250959189
2017/11/2,0.485972044,-0.449580035264,0.499611501594
2017/11/3,0.471108972,-0.62499823811,0.485360236797
2017/11/4,0.523410718,-0.00771815704691,0.504385477399
2017/11/5,0.708696273,2.17907465882,0.606540875199
2017/11/6,0.592565344,0.808464406785,0.5995531096
2017/11/7,0.58136443,0.676268034184,0.5904587698
2017/11/8,0.529761402,0.0672344216744,0.5601100859
2017/11/9,0.510582203,-0.159123939544,0.53534614445
2017/11/10,0.599644391,0.892013332781,0.567495267725
2017/11/11,0.502777752,-0.251234289855,0.535136509862
2017/11/12,0.624005349,1.17952828743,0.579570929431
2017/11/13,0.49284296,-0.368487530524,0.536206944716
2017/11/14,0.503220636,-0.24600724693,0.519713790358
2017/11/15,0.487863556,-0.427255872689,0.503788673179
2017/11/16,0.509645532,-0.170178797078,0.506717102589
2017/11/17,0.509542411,-0.171395860448,0.508129756795
2017/11/18,0.429616785,-1.11470082958,0.468873270897
2017/11/19,0.591441174,0.795196632728,0.530157222449
2017/11/20,0.659953035,1.60379310123,0.595055128724
2017/11/21,0.548698725,0.290738093551,0.571876926862
2017/11/22,0.549818141,0.303949759548,0.560847533931
2017/11/23,0.550818318,0.315754132955,0.555832925966
2017/11/24,0.564177409,0.473421924302,0.560005167483
2017/11/25,0.506655976,-0.205462387229,0.533330571741
2017/11/26,0.595336733,0.841173127954,0.564333652371
2017/11/27,0.464604777,-0.701762597312,0.514469214685
2017/11/28,0.455510747,-0.809092925741,0.484989980843
2017/11/29,0.481589546,-0.501303523056,0.483289763421
2017/11/30,0.521102725,-0.0349577468329,0.502196244211
2017/12/1,0.567402892,0.511489992005,0.534799568105
2017/12/2,0.454556842,-0.820351183845,0.494678205053
2017/12/3,0.631998035,1.27386024074,0.563338120026
2017/12/4,0.568964071,0.529915470567,0.566151095513
2017/12/5,0.509029358,-0.177451057868,0.537590226757
2017/12/6,0.486390871,-0.444636919895,0.511990548878
2017/12/7,0.469605719,-0.642740057546,0.490798133939
2017/12/8,0.494953057,-0.343583565612,0.49287559547
2017/12/9,0.542543431,0.218091563179,0.517709513235
2017/12/10,0.588021704,0.75483907528,0.552865608617
2017/12/11,0.553370974,0.34588130505,0.553118291309
2017/12/12,0.50304396,-0.248092427329,0.528081125654
2017/12/13,0.531402566,0.0866039059543,0.529741845827
2017/12/14,0.552996741,0.341464500751,0.541369293414
2017/12/15,0.507895585,-0.190832169263,0.524632439207
2017/12/16,0.361323153,-1.92072169736,0.442977796103
2017/12/17,0.597270481,0.863995771814,0.520124138552
2017/12/18,0.461553772,-0.737771426037,0.490838955276
2017/12/19,0.520454493,-0.042608365256,0.505646724138
2017/12/20,0.464943082,-0.697769825487,0.485294903069
2017/12/21,0.465182004,-0.694950000093,0.475238453534
2017/12/22,0.534497001,0.123125307891,0.504867727267
2017/12/23,0.67091154,1.73312849387,0.587889633634
2017/12/24,0.685012171,1.89954815119,0.636450902317
2017/12/25,0.529608989,0.0654356001017,0.583029945658
2017/12/26,0.515614205,-0.0997348208242,0.549322075329
2017/12/27,0.493356428,-0.362427435156,0.521339251665
2017/12/28,0.459911128,-0.757158377698,0.490625189832
2017/12/29,0.582101114,0.684962588267,0.536363151916
2017/12/30,0.640279761,1.37160352634,0.588321456458
2017/12/31,0.819819868,3.49058693089,0.704070662229
2018/1/1,0.443149416,-0.954984869802,0.573610039115
2018/1/2,0.533552703,0.111980434334,0.553581371057
2018/1/3,0.590350739,0.782327008735,0.571966055029
2018/1/4,0.501451107,-0.266891731447,0.536708581014
2018/1/5,0.541234164,0.202639221686,0.538971372507
2018/1/6,0.552758959,0.338658129962,0.545865165754
2018/1/7,0.494432654,-0.349725509822,0.520148909877
2018/1/8,0.451251971,-0.859356211302,0.485700440438
2018/1/9,0.554609337,0.36049681737,0.520154888719
2018/1/10,0.450517835,-0.868020693164,0.48533636186
2018/1/11,0.460589194,-0.749155649922,0.47296277793
2018/1/12,0.421280414,-1.21308905102,0.447121595965
2018/1/13,0.461380841,-0.739812406881,0.454251218482
2018/1/14,0.477513965,-0.549404689125,0.465882591741
2018/1/15,0.494659524,-0.347047925559,0.480271057871
2018/1/16,0.482985371,-0.484829599429,0.481628214435
2018/1/17,0.511593063,-0.147193482333,0.496610638718
2018/1/18,0.464255267,-0.705887613734,0.480432952859
2018/1/19,0.367738966,-1.84500044766,0.424085959429
2018/1/20,0.290734801,-2.7538255032,0.357410380215
2018/1/21,0.586983048,0.742580561772,0.472196714107
